Respondent;S3_Recode;CATV_INSTALLATION_DATE;Churn_risk;CITY_NAME;CommercialProductName;COMMUNITY_NAME;ConvergedStatus;DTV_INSTALLATION_DATE;DTV_TIER_OPTION_NAME;Film1;FixedVoicePlan;FoxSportEDL;FoxSportINT;HasCATV;HasDTV;HasINT;HasTEL;INTERNET_INSTALLATION_DATE;INTERNET_TIER_OPTION_NAME;InternetSecurityType;IntSecurity_Benefit;Kids_Benefit;MediaBoxType;MoviesSeriesL;MoviesSeriesStd;MoviesSeriesXL;MSL_Benefit;PlayLevel;SALUTATION;TELEPHONY_INSTALLATION_DATE;TELEPHONY_TIER_OPTION_NAME;Tenure;TVContentPack;Sport,
502;HIGH RISK;41536;high;HENGELO OV;TV+INT Z1 (digitaal) (fZiggo);HENGELO;Not Converged;42120;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;41536;50 / 5 MBPS;SAFE ONLINE;0;0;;1;0;0;0;TV + INT;Dhr.;;;7.457.534.247;Standard Channel Pack;1,
505;MEDIUM RISK;42659;high;ZAANDAM;Internet Complete & TV Complete;ZAANSTAD;Not Converged;42659;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42659;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;42659;Vast Bellen;4.380.821.918;Standard Channel Pack;0,
506;MEDIUM RISK;42095;high;HELMOND;Internet Start XL & TV Start;HELMOND;Not Converged;42095;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42095;100 / 10 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;1;0;TV + INT + TEL;Dhr.;42095;Vast Bellen;5.926.027.397;Extra Channel Pack;0,
507;LOYAL & LIGHT RISK;43314;low;EINDHOVEN;25Mbp/s, Kabel TV & bellen (Tientje Vriendje);EINDHOVEN;Not Converged;;Cable TV;0;Volop Bellen;0;0;1;0;1;1;43563;25 / 2.5 MBPS;SAFE ONLINE;0;0;;0;0;0;0;TV + INT + TEL;Dhr.;43563;Volop Bellen;258.630.137;Cable TV;0
508;MEDIUM RISK;40542;low;MUNSTERGELEEN;Internet Complete & TV Complete;SITTARD-GELEEN;Not Converged;40542;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;40542;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;1;1;0;1;TV + INT + TEL;Dhr.;40542;Vast Bellen;1.018.082.192;Standard Channel Pack;0,
509;HIGH RISK;42957;mid;VENRAY;Internet Complete & TV Complete Next;VENRAY;Converged;42958;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42958;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;1;1;0;TV + INT + TEL;Dhr.;42958;Vast Bellen;3.564.383.562;Extra Channel Pack;1,
511;HIGH RISK;44024;high;OOSTERHOUT NB;Internet Start & TV Start (2P);OOSTERHOUT;Not Converged;44023;Extra Channel Pack No Horizon;0;;0;0;1;1;1;0;44023;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;1;0;TV + INT;Mevr.;;;0.643835616;Extra Channel Pack;0,
512;HIGH RISK;41593;low;HULSBERG;Internet Complete & TV Max Next;BEEKDAELEN;Not Converged;41593;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41593;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;41593;Vast Bellen;7.301.369.863;Extra Channel Pack;0,
515;MEDIUM RISK;40330;low;APELDOORN;Internet Max & TV Max Next;APELDOORN;Converged;40330;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41732;500 / 50 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;44201;Vast Bellen;1.076.164.384;Extra Channel Pack;0,
516;LOYAL & LIGHT RISK;42646;mid;ROERMOND;Internet Start & TV Complete;ROERMOND;Converged;42646;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42646;50 / 5 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Mevr.;43320;Vast Bellen;4.416.438.356;Standard Channel Pack;1,
518;HIGH RISK;42553;high;LELYSTAD;MultiCore;LELYSTAD;Not Converged;42553;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42553;100 / 10 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;0;0;TV + INT + TEL;Dhr.;42553;Vast Bellen;4.671.232.877;Standard Channel Pack;0,
520;HIGH RISK;41730;low;HAARLEM;Internet Max & TV Complete (Selene);HAARLEM;Not Converged;41730;Standard Channel Pack Horizon;0;Volop Bellen;0;0;1;1;1;1;41730;500 / 50 MBPS;SAFE ONLINE;0;0;MEDIABOX XL (SELENE);0;1;0;0;TV + INT + TEL;Mevr.;41730;Volop Bellen;6.926.027.397;Standard Channel Pack;0,
521;HIGH RISK;41570;low;NIJVERDAL;Internet Complete & TV Complete Next;HELLENDOORN;Not Converged;41570;Standard Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;41570;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Dhr.;41570;Volop Bellen;7.364.383.562;Standard Channel Pack;1,
523;LOYAL & LIGHT RISK;39999;low;NIEUW-BUINEN;Internet Start & TV Complete (2P);BORGER-ODOORN;Converged;39999;Extra Channel Pack Horizon;0;;1;0;1;1;1;0;41780;50 / 5 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;1;1;0;TV + INT;Mevr.;41780;;1.166.849.315;Extra Channel Pack;1,
524;MEDIUM RISK;41638;mid;AMSTERDAM;Internet Complete & TV Max Next;AMSTERDAM;Not Converged;41638;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41638;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Mevr.;44053;Vast Bellen;7.178.082.192;Extra Channel Pack;0,
528;HIGH RISK;40541;mid;LEMELERVELD;Internet Max & TV Complete Next;DALFSEN;Not Converged;40541;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41977;500 / 50 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Dhr.;41977;Vast Bellen;1.018.356.164;Standard Channel Pack;0,
531;HIGH RISK;41578;mid;ELST GLD;Internet Max & TV Max Next;OVERBETUWE;Not Converged;41578;Extra Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;41578;500 / 50 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;41578;Volop Bellen;7.342.465.753;Extra Channel Pack;0,
532;HIGH RISK;42573;mid;BEEK-UBBERGEN;Internet Start & TV Complete;BERG EN DAL;Not Converged;42573;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42573;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;42573;Vast Bellen;4.616.438.356;Standard Channel Pack;0,
533;HIGH RISK;44092;high;VELP GLD;MultiCore;RHEDEN;Not Converged;44091;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;44091;100 / 10 MBPS;SAFE ONLINE;0;0;MEDIABOX XL (SELENE);0;0;0;0;TV + INT;Dhr.;;;0.457534247;Standard Channel Pack;0,
534;MEDIUM RISK;42518;low;HAARLEM;Internet Start & TV Complete;HAARLEM;Not Converged;42516;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42516;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Mevr.;42516;Vast Bellen;477.260.274;Standard Channel Pack;0,
540;HIGH RISK;41403;high;WAPSERVEEN;Internet Complete & TV Complete (2P);WESTERVELD;Not Converged;41403;Standard Channel Pack Horizon;0;;0;0;1;1;1;0;42640;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT;Dhr./Mevr.;42640;;7.821.917.808;Standard Channel Pack;0,
545;HIGH RISK;42668;mid;AMSTERDAM;TV Start;AMSTERDAM;Not Converged;42668;Extra Channel Pack No Horizon;0;;1;1;1;1;0;0;;;;0;0;MEDIABOX;0;0;1;0;TV;Mevr.;;;4.356.164.384;Extra Channel Pack;1,
548;LOYAL & LIGHT RISK;44174;high;ZWIJNDRECHT;Internet Complete & TV Complete (zonder bellen) (Selene);ZWIJNDRECHT;Converged;44173;Standard Channel Pack Horizon;0;;1;0;1;1;1;0;44173;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL (SELENE);0;1;0;0;TV + INT;Dhr.;;;0.232876712;Standard Channel Pack;1,
551;HIGH RISK;42539;mid;PURMEREND;25Mb/s & Vast Bellen & TV Start;PURMEREND;Not Converged;42539;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42539;25 / 2.5 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;0;0;TV + INT + TEL;Dhr.;42539;Vast Bellen;4.709.589.041;Standard Channel Pack;0,
552;MEDIUM RISK;41467;low;AMSTERDAM;Internet Complete & TV Complete;AMSTERDAM;Not Converged;41467;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;41467;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Mevr.;41467;Vast Bellen;7.646.575.342;Standard Channel Pack;0,
554;MEDIUM RISK;42648;low;NIEUW-VENNEP;Internet Complete & TV Max;HAARLEMMERMEER;Not Converged;42648;Extra Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42648;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;0;1;0;TV + INT + TEL;Dhr.;42648;Vast Bellen;4.410.958.904;Extra Channel Pack;0,
555;HIGH RISK;42553;high;HELMOND;MultiCore;HELMOND;Converged;42553;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42553;100 / 10 MBPS;SAFE ONLINE XL;1;0;MEDIABOX;1;0;0;1;TV + INT + TEL;Dhr./Mevr.;42553;Vast Bellen;4.671.232.877;Standard Channel Pack;0,
559;MEDIUM RISK;40683;high;WORMER;Internet Complete & TV Start;WORMERLAND;Converged;40683;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;40683;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX;1;0;0;0;TV + INT + TEL;Mevr.;40683;Vast Bellen;9.794.520.548;Standard Channel Pack;1,
560;MEDIUM RISK;44035;high;AMSTERDAM;Internet Complete & Kabel TV;AMSTERDAM;Not Converged;;Cable TV;0;;0;0;1;0;1;0;44034;250 / 25 MBPS;SAFE ONLINE;0;0;;0;0;0;0;TV + INT;Dhr.;;;0.61369863;Cable TV;0,
561;MEDIUM RISK;40339;low;HUIZEN;Internet Complete & TV Complete Next;HUIZEN;Converged;40339;Standard Channel Pack No Horizon;0;Vast Bellen;1;0;1;1;1;1;40339;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Dhr.;40339;Vast Bellen;107.369.863;Standard Channel Pack;1,
564;HIGH RISK;42665;mid;LANDGRAAF;Internet Start & TV Start (2P);LANDGRAAF;Converged;43416;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;42665;50 / 5 MBPS;SAFE ONLINE XL;1;0;MEDIABOX;0;0;0;0;TV + INT;Dhr.;;;4.364.383.562;Standard Channel Pack;1,
565;MEDIUM RISK;42694;high;UTRECHT;Internet Start & TV Start (2P);UTRECHT;Converged;42694;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;42694;50 / 5 MBPS;SAFE ONLINE XL;1;0;MEDIABOX;1;0;0;1;TV + INT;Dhr.;;;4.284.931.507;Standard Channel Pack;0,
566;HIGH RISK;44194;high;ALKMAAR;Internet Complete & TV Complete (zonder bellen) (Selene);ALKMAAR;Not Converged;44191;Standard Channel Pack Horizon;0;;0;0;1;1;1;0;44191;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL (SELENE);0;1;0;0;TV + INT;Dhr.;;;0.183561644;Standard Channel Pack;0,
567;LOYAL & LIGHT RISK;41351;low;BOXMEER;Internet Complete & TV Complete;BOXMEER;Converged;41351;Standard Channel Pack Horizon;0;Volop Bellen;0;0;1;1;1;1;41351;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;1;1;0;1;TV + INT + TEL;Dhr.;41351;Volop Bellen;7.964.383.562;Standard Channel Pack;0,
568;MEDIUM RISK;41775;mid;ERMELO;Internet Complete & TV Complete;ERMELO;Not Converged;41775;Standard Channel Pack Horizon;0;Volop Bellen;1;0;1;1;1;1;41775;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;41775;Volop Bellen;6.802.739.726;Standard Channel Pack;1,
569;MEDIUM RISK;41960;high;MAARSSEN;Internet Complete & TV Start;STICHTSE VECHT;Not Converged;41960;Standard Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;41960;250 / 25 MBPS;SAFE ONLINE;0;0;;0;0;0;0;TV + INT + TEL;Dhr.;41960;Volop Bellen;9.591.780.822;Standard Channel Pack;0,
570;HIGH RISK;41643;low;URK;Internet Start & TV Complete;URK;Not Converged;41643;Standard Channel Pack Horizon;0;Volop Bellen;0;0;1;1;1;1;41643;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;41643;Volop Bellen;7.164.383.562;Standard Channel Pack;0,
572;LOYAL & LIGHT RISK;40452;low;HELLEVOETSLUIS;Internet Complete & TV Max;HELLEVOETSLUIS;Converged;40452;Extra Channel Pack Horizon;1;Vast Bellen;0;0;1;1;1;1;40452;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;0;1;0;TV + INT + TEL;Dhr.;40452;Vast Bellen;1.042.739.726;Extra Channel Pack;0,
576;HIGH RISK;41495;high;SINT-MICHIELSGESTEL;Internet Max & TV Complete;SINT-MICHIELSGESTEL;Converged;41495;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;41495;500 / 50 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;1;1;0;1;TV + INT + TEL;Dhr.;41495;Vast Bellen;7.569.863.014;Standard Channel Pack;0,
581;MEDIUM RISK;42553;mid;RIDDERKERK;Internet Complete & TV Complete;RIDDERKERK;Not Converged;42553;Standard Channel Pack Horizon;0;Volop Bellen;0;0;1;1;1;1;42553;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;42553;Volop Bellen;4.671.232.877;Standard Channel Pack;0,
583;HIGH RISK;42630;low;ZUIDWOLDE GN;Internet Complete & TV Complete;BEDUM;Converged;42630;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42630;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;1;1;0;1;TV + INT + TEL;Dhr.;42630;Vast Bellen;4.460.273.973;Standard Channel Pack;0,
585;HIGH RISK;42802;high;RIJEN;Internet Complete & TV Complete Next (zonder bellen);GILZE EN RIJEN;Converged;42816;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;43081;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;1;0;0;TV + INT;Mevr.;;;3.989.041.096;Standard Channel Pack;1,
589;MEDIUM RISK;42689;mid;ARNHEM;Internet Start & TV Complete (2P);ARNHEM;Converged;42689;Standard Channel Pack Horizon;0;;0;0;1;1;1;0;42689;50 / 5 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;1;1;0;1;TV + INT;Mevr.;43343;;4.298.630.137;Standard Channel Pack;0,
591;MEDIUM RISK;43252;high;ARNHEM;Internet Complete & TV Start (2P);ARNHEM;Converged;43251;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;43251;250 / 25 MBPS;SAFE ONLINE XL;1;0;;0;0;0;0;TV + INT;Dhr.;;;275.890.411;Standard Channel Pack;1,
596;HIGH RISK;42332;low;ROTTERDAM;Internet Complete & TV Max Next;ROTTERDAM;Converged;42335;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42335;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;42335;Vast Bellen;5.276.712.329;Extra Channel Pack;1,
597;HIGH RISK;41671;low;VLEUTEN;Internet Max & TV Max Next;UTRECHT;Converged;41671;Extra Channel Pack No Horizon;0;Vast Bellen;1;0;1;1;1;1;41671;500 / 50 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;41671;Vast Bellen;7.087.671.233;Extra Channel Pack;1,
600;MEDIUM RISK;40882;low;FIJNAART;Internet Start & TV Start;MOERDIJK;Converged;40882;Standard Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;40882;50 / 5 MBPS;SAFE ONLINE XL;1;0;MEDIABOX;0;0;0;0;TV + INT + TEL;Mevr.;40882;Volop Bellen;9.249.315.068;Standard Channel Pack;1,
603;MEDIUM RISK;42371;mid;LISSE;Internet Start & TV Complete (2P);LISSE;Not Converged;42376;Standard Channel Pack Horizon;0;;0;0;1;1;1;0;42371;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT;Mevr.;;;5.169.863.014;Standard Channel Pack;0,
604;MEDIUM RISK;41521;mid;GRONINGEN;Alles-in-1 Basis (digitaal) (fZiggo);GRONINGEN;Not Converged;41521;Standard Channel Pack No Horizon;0;Vast Bellen;0;1;1;1;1;1;41521;50 / 5 MBPS;SAFE ONLINE;0;0;;0;0;0;0;TV + INT + TEL;Dhr.;41521;Vast Bellen;7.498.630.137;Standard Channel Pack;1,
605;HIGH RISK;41967;low;ARNHEM;Internet Start & TV Start;ARNHEM;Not Converged;41967;Standard Channel Pack No Horizon;0;Volop Bellen;1;0;1;1;1;1;41967;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;0;0;TV + INT + TEL;Dhr.;41967;Volop Bellen;6.276.712.329;Standard Channel Pack;0,
607;MEDIUM RISK;42933;mid;KLAZIENAVEEN;Internet Complete & TV Complete Next;EMMEN;Converged;42935;Standard Channel Pack No Horizon;0;Vast Bellen;1;0;1;1;1;1;42935;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;1;1;0;1;TV + INT + TEL;Dhr.;42935;Vast Bellen;3.630.136.986;Standard Channel Pack;0,
608;HIGH RISK;44185;high;MECHELEN;Internet Complete & TV Complete (zonder bellen) (Selene);GULPEN-WITTEM;Not Converged;44184;Extra Channel Pack Horizon;0;;0;0;1;1;1;0;44184;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL (SELENE);0;1;1;0;TV + INT;Dhr.;;;0.202739726;Extra Channel Pack;0,
611;HIGH RISK;40353;mid;APELDOORN;TV Start;APELDOORN;Not Converged;40353;Standard Channel Pack No Horizon;0;;0;0;1;1;0;0;;;;0;0;;0;0;0;0;TV;Dhr.;;;1.069.863.014;Standard Channel Pack;0,
613;LOYAL & LIGHT RISK;44099;high;KRIMPEN AAN DE LEK;Internet Max & Kabel TV;KRIMPENERWAARD;Not Converged;;Cable TV;0;;0;0;1;0;1;0;44096;500 / 50 MBPS;SAFE ONLINE;0;0;;0;0;0;0;TV + INT;Dhr.;;;0.443835616;Cable TV;0,
618;HIGH RISK;42666;low;MEPPEL;25Mb/s & Vast Bellen & TV Start;MEPPEL;Not Converged;42666;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42666;25 / 2.5 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;0;0;TV + INT + TEL;Dhr.;42866;Vast Bellen;4.361.643.836;Standard Channel Pack;0,
621;HIGH RISK;39941;low;LEIDERDORP;Internet Start & TV Complete Next;LEIDERDORP;Converged;39941;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42758;50 / 5 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;1;1;0;1;TV + INT + TEL;Dhr.;42758;Vast Bellen;1.182.739.726;Standard Channel Pack;0,
622;MEDIUM RISK;42600;mid;KERKRADE;Internet Complete & TV Complete (2P);KERKRADE;Not Converged;42600;Standard Channel Pack Horizon;0;;0;0;1;1;1;0;42600;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT;Mevr.;;;4.542.465.753;Standard Channel Pack;0,
623;HIGH RISK;41640;mid;AMSTERDAM;Kabel TV;AMSTERDAM;Not Converged;;Cable TV;0;;0;0;1;0;0;0;;;;0;0;;0;0;0;0;TV;Dhr.;;;717.260.274;Cable TV;0,
624;LOYAL & LIGHT RISK;41796;high;CULEMBORG;Internet Complete & TV Start;CULEMBORG;Converged;41918;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41796;250 / 25 MBPS;SAFE ONLINE XL;1;0;;1;0;0;1;TV + INT + TEL;Mevr.;41796;Vast Bellen;6.745.205.479;Standard Channel Pack;0,
626;MEDIUM RISK;43455;high;WARFFUM;Internet Complete & TV Complete Next;HET HOGELAND;Not Converged;43455;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;43455;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Dhr.;43591;Vast Bellen;2.2;Standard Channel Pack;0,
628;HIGH RISK;42728;low;VELDHOVEN;Internet Start & TV Complete;VELDHOVEN;Not Converged;42728;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42728;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;42728;Vast Bellen;4.191.780.822;Standard Channel Pack;0,
634;MEDIUM RISK;42945;mid;HEERHUGOWAARD;Internet Complete & TV Complete Next;HEERHUGOWAARD;Converged;42942;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42942;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;1;1;0;1;TV + INT + TEL;Mevr.;42942;Vast Bellen;3.605.479.452;Standard Channel Pack;0,
635;HIGH RISK;42787;high;TIENRAY;Kabel TV;HORST AAN DE MAAS;Converged;;Cable TV;0;;0;0;1;0;1;0;42791;100 / 10 MBPS;SAFE ONLINE XL;1;0;;0;0;0;0;TV + INT;Mevr.;;;4.030.136.986;Cable TV;0,
636;MEDIUM RISK;42689;high;UTRECHT;Internet Complete & TV Complete;UTRECHT;Not Converged;42689;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42689;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;42689;Vast Bellen;4.298.630.137;Standard Channel Pack;0,
641;MEDIUM RISK;41632;mid;SCHIMMERT;25Mb/s & bellen & B2O (Tientje Vriendje) (fZiggo);BEEKDAELEN;Converged;41632;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42342;25 / 2.5 MBPS;SAFE ONLINE XL;1;0;;0;0;0;0;TV + INT + TEL;Dhr.;42342;Vast Bellen;7.194.520.548;Standard Channel Pack;1,
643;HIGH RISK;41831;mid;HEERLEN;Internet Complete & TV Complete Next;HEERLEN;Converged;41831;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41831;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;1;1;0;1;TV + INT + TEL;Dhr.;41831;Vast Bellen;6.649.315.068;Standard Channel Pack;0,
644;HIGH RISK;42671;low;BORN;Internet Complete & TV Complete;SITTARD-GELEEN;Not Converged;42671;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42671;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;42671;Vast Bellen;4.347.945.205;Standard Channel Pack;0,
645;HIGH RISK;40995;low;ROOSENDAAL;Internet Complete & TV Complete Next;ROOSENDAAL;Converged;40995;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;40995;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Mevr.;40995;Vast Bellen;8.939.726.027;Standard Channel Pack;1,
646;HIGH RISK;42653;mid;OENTSJERK;Internet Start & TV Start;TYTSJERKSTERADIEL;Not Converged;42653;Standard Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;42653;50 / 5 MBPS;SAFE ONLINE;0;0;;0;0;0;0;TV + INT + TEL;Dhr.;42653;Volop Bellen;4.397.260.274;Standard Channel Pack;0,
648;HIGH RISK;42553;low;EINDHOVEN;25Mbp/s, Kabel TV & bellen (Tientje Vriendje);EINDHOVEN;Not Converged;42553;Cable TV;0;Vast Bellen;0;0;1;0;1;1;42553;25 / 2.5 MBPS;SAFE ONLINE;0;0;;0;0;0;0;TV + INT + TEL;Mevr.;42553;Vast Bellen;4.671.232.877;Cable TV;0
649;MEDIUM RISK;40788;low;COEVORDEN;Internet Start & TV Complete;COEVORDEN;Not Converged;40788;Standard Channel Pack Horizon;0;Volop Bellen;0;0;1;1;1;1;40788;50 / 5 MBPS;SAFE ONLINE L;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;40788;Volop Bellen;9.506.849.315;Standard Channel Pack;1,
650;HIGH RISK;41699;mid;LEEUWARDEN;Internet Complete & TV Max Next;LEEUWARDEN;Converged;41699;Extra Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;41699;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;1;0;1;1;TV + INT + TEL;Dhr.;41699;Volop Bellen;7.010.958.904;Extra Channel Pack;0,
651;HIGH RISK;42553;high;SOMEREN;Internet Complete & TV Complete;SOMEREN;Converged;42553;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42553;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;1;1;0;1;TV + INT + TEL;Dhr./Mevr.;42553;Vast Bellen;4.671.232.877;Standard Channel Pack;0,
653;MEDIUM RISK;42074;mid;UITGEEST;TV+INT Z2 (digitaal) (fZiggo);UITGEEST;Converged;42600;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;42074;250 / 25 MBPS;SAFE ONLINE XL;1;0;;0;0;0;0;TV + INT;Dhr.;;;5.983.561.644;Standard Channel Pack;1,
656;MEDIUM RISK;40905;mid;BERGEN OP ZOOM;25Mb/s & bellen & B2O (Tientje Vriendje) (fZiggo);BERGEN OP ZOOM;Not Converged;40905;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42650;25 / 2.5 MBPS;SAFE ONLINE;0;0;;1;0;0;1;TV + INT + TEL;Dhr.;42650;Vast Bellen;918.630.137;Standard Channel Pack;0,
661;HIGH RISK;41686;low;PURMEREND;Internet Complete & TV Complete Next;PURMEREND;Converged;41686;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41686;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Dhr.;41686;Vast Bellen;7.046.575.342;Standard Channel Pack;1,
